ID, Smass, SFR, Mass_Clumpy, UV_Clumpy, O3727, O4959, O5007, HBeta, R23
123142.0,10.97,1.3064893627084826,0.0,0.0,0.7482,468.5423,-68.5276,229.2464,513.2759,1.2259704770864948
123292.0,10.49,1.1390600786493013,0.0,0.0,0.8034,236.8743,-99.0,-99.0,254.5444,0.15272109698740183
123310.0,9.8,0.1878026387184193,0.0,1.0,0.684,-99.0,32.5992,222.3177,393.6728,0.3960570809057674
123310.0,9.8,0.1878026387184193,0.0,1.0,0.684,-99.0,32.5992,222.3177,393.6728,0.3960570809057674
123347.0,10.66,1.5848511616070404,0.0,1.0,0.9319,270.8081,-99.0,-99.0,-99.0,-0.7354353535353538
123424.0,10.37,0.5542468081661106,0.0,0.0,0.6008,-99.0,4473.8994,13072.3535,1652.5204,10.55796521483184
123488.0,11.01,1.3456873288988471,0.0,0.0,0.6924,296.6375,174.3257,585.7457,104.0165,10.159050727528808
123666.0,10.61,1.3592661646067483,0.0,1.0,0.6564,-99.0,286.105,775.1436,1617.512,0.5948942573532685
123684.0,10.06,0.9656249671092428,0.0,1.0,0.8506,1429.5159,-99.0,-99.0,-99.0,-12.439554545454547
123726.0,10.78,0.8120438979302267,0.0,0.0,0.7253,285.2247,-99.0,-99.0,182.5131,0.4779092569245713
123844.0,10.6,1.3260899642635602,0.0,1.0,0.6601,-99.0,-17.1236,92.6529,640.7169,-0.03663193525877028
123968.0,10.94,1.7025597715251586,0.0,0.0,0.8816,434.7564,-99.0,-99.0,-99.0,-2.3914787878787878
123999.0,10.73,1.9258945425130536,0.0,1.0,0.8925,941.905,-99.0,-99.0,324.5327,2.2922343418706346
123999.0,10.73,1.9258945425130536,0.0,1.0,0.8925,941.905,-99.0,-99.0,324.5327,2.2922343418706346
124129.0,10.41,0.8037301709745439,0.0,0.0,0.6722,-99.0,59.9182,113.8495,263.719,0.2835127541056959
124180.0,10.41,0.9477277269633156,1.0,0.0,0.665,-99.0,31.0637,86.8514,143.4625,0.13184699834451508
124220.0,10.15,1.415874408809005,1.0,1.0,0.7872,817.9032,-99.0,-99.0,396.4361,1.5636900877594144
124471.0,10.8,1.380934463330702,0.0,0.0,0.7269,-99.0,241.5589,773.0034,441.931,2.0717313336244803
124611.0,11.21,1.4485671997480956,1.0,1.0,0.658,-99.0,237.1391,813.7326,75.1277,12.670049795215347
124611.0,11.21,1.4485671997480956,1.0,1.0,0.658,-99.0,237.1391,813.7326,75.1277,12.670049795215347
124654.0,10.73,1.248635244699329,0.0,1.0,0.9272,621.3275,-99.0,-99.0,-99.0,-4.276035353535353
124688.0,10.19,1.2289390424565416,0.0,0.0,0.6424,-99.0,214.9434,562.303,891.9147,0.7604386383585784
124688.0,10.19,1.2289390424565416,0.0,0.0,0.6424,-99.0,214.9434,562.303,891.9147,0.7604386383585784
124727.0,9.89,0.898286278589123,0.0,1.0,0.6055,306.8055,80.2503,93.1382,282.6512,1.6988924865700197
124727.0,9.89,0.898286278589123,0.0,1.0,0.6055,306.8055,80.2503,93.1382,282.6512,1.6988924865700197
124833.0,10.29,0.904282657645628,0.0,1.0,0.6718,241.8054,-99.0,-99.0,497.9466,0.0879720837535591
125253.0,10.94,1.3747666702852022,0.0,0.0,0.7497,601.0269,61.6833,586.4772,579.551,2.1554399871624756
125253.0,10.94,1.3747666702852022,0.0,0.0,0.7497,601.0269,61.6833,586.4772,579.551,2.1554399871624756
125257.0,11.15,1.3749681862992342,0.0,0.0,0.9797,452.6355,-99.0,-99.0,-99.0,-2.5720757575757576
125515.0,9.84,0.6852041344710147,0.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.0
125585.0,10.68,1.5343688348509072,0.0,0.0,0.7728,1301.5662,-99.0,-99.0,-99.0,-11.147133333333333
125617.0,9.88,1.2205264835270426,0.0,0.0,0.9386,382.011,-99.0,-99.0,-99.0,-1.85869696969697
125617.0,9.88,1.2205264835270426,0.0,0.0,0.9386,382.011,-99.0,-99.0,-99.0,-1.85869696969697
125749.0,10.74,1.4789414717579903,0.0,0.0,0.7166,-99.0,-99.0,-99.0,-99.0,3.0
125749.0,10.74,1.4789414717579903,0.0,0.0,0.7166,-99.0,-99.0,-99.0,-99.0,3.0
125901.0,10.37,0.8329557506045984,0.0,1.0,0.7291,-99.0,27.9384,105.5882,307.8127,0.11216756163732036
126127.0,10.47,1.3024175191506224,0.0,0.0,0.8341,94.57,-99.0,-99.0,-99.0,1.0447474747474748
126127.0,10.47,1.3024175191506224,0.0,0.0,0.8341,94.57,-99.0,-99.0,-99.0,1.0447474747474748
126247.0,10.23,0.9681559371499704,1.0,0.0,0.733,1892.2013,-99.0,-99.0,630.7834,2.6858685564648654
126638.0,10.44,1.4681404742606383,0.0,0.0,0.7021,720.1853,102.6109,-99.0,504.1366,1.4357144472351344
126976.0,10.15,0.5466660250701842,0.0,0.0,0.6306,-99.0,7.3682,50.0752,224.3129,-0.1852617482097552
127036.0,10.22,1.4724199966980716,0.0,1.0,0.7261,686.2379,57.3499,-99.0,246.8256,2.611511123643577
127036.0,10.22,1.4724199966980716,0.0,1.0,0.7261,686.2379,57.3499,-99.0,246.8256,2.611511123643577
127266.0,10.04,1.1157768761589633,1.0,1.0,0.9864,955.6942,-99.0,-99.0,-99.0,-7.653476767676768
127438.0,11.68,2.089035652726769,0.0,0.0,1.2663,-99.0,-99.0,-99.0,-99.0,3.0
127438.0,11.68,2.089035652726769,0.0,0.0,1.2663,-99.0,-99.0,-99.0,-99.0,3.0
127508.0,10.66,1.2906800054178629,0.0,1.0,0.9261,266.3919,-99.0,-99.0,-99.0,-0.690827272727273
127626.0,10.64,0.8394151926838935,0.0,0.0,0.7311,-99.0,9.1207,42.5618,174.5072,-0.2711492706318135
127745.0,10.76,1.082569964269923,0.0,0.0,0.731,211.6002,21.8225,223.9097,303.3768,1.507473214827238
127984.0,10.05,1.7456134200067306,0.0,1.0,0.6873,-99.0,-99.0,-99.0,-99.0,3.0
127984.0,10.05,1.7456134200067306,0.0,1.0,0.6873,-99.0,-99.0,-99.0,-99.0,3.0
128201.0,10.72,1.6054451185441632,0.0,1.0,0.8876,481.5506,-99.0,-99.0,-99.0,-2.8641474747474747
128257.0,10.35,1.1034958441097655,0.0,1.0,0.7266,1137.5228,73.9108,-99.0,700.6934,1.5876182079066248
128257.0,10.35,1.1034958441097655,0.0,1.0,0.7266,1137.5228,73.9108,-99.0,700.6934,1.5876182079066248
128260.0,9.96,0.8872796345300231,1.0,1.0,0.7819,486.0136,-99.0,-99.0,282.3293,1.0201335816013428
128267.0,11.19,1.2581581933407944,0.0,0.0,1.041,367.7712,-99.0,-99.0,-99.0,-1.7148606060606062
128528.0,11.1,1.0462219372216364,1.0,1.0,0.6578,1352.7845,234.2161,721.7887,809.3923,2.8524972377424396
128528.0,11.1,1.0462219372216364,1.0,1.0,0.6578,1352.7845,234.2161,721.7887,809.3923,2.8524972377424396
128528.0,11.1,1.0462219372216364,1.0,1.0,0.6578,1352.7845,234.2161,721.7887,809.3923,2.8524972377424396
128655.0,10.41,1.3504612355976424,0.0,1.0,0.6874,-99.0,69.5249,208.3203,466.3078,0.3835346524334356
128659.0,10.79,1.727142564161833,0.0,1.0,0.7255,737.5371,75.0956,294.3682,554.2414,1.9973262553104116
128682.0,10.53,1.0125419727758358,0.0,0.0,0.9289,70.8408,-99.0,-99.0,-99.0,1.2844363636363636
128834.0,10.74,1.199480914862356,0.0,0.0,1.0046,223.0752,-99.0,-99.0,-99.0,-0.25328484848484845
128870.0,10.64,1.2203434850970472,0.0,1.0,0.7893,485.747,-99.0,-99.0,-99.0,-2.9065353535353537
128871.0,10.47,0.7366354976868213,0.0,0.0,0.8338,285.6816,-99.0,-99.0,132.9726,0.6593959958668177
128871.0,10.47,0.7366354976868213,0.0,0.0,0.8338,285.6816,-99.0,-99.0,132.9726,0.6593959958668177
128901.0,10.8,-0.2448877336049288,0.0,0.0,0.9251,50.2586,-99.0,-99.0,-99.0,1.4923373737373737
129027.0,10.76,1.8309221198585253,0.0,0.0,0.7482,568.1072,466.3294,1331.7708,1163.074,2.034442692382428
129098.0,10.59,1.5271012090571183,1.0,1.0,0.7892,388.8748,-99.0,-99.0,-99.0,-1.9280282828282829
129098.0,10.59,1.5271012090571183,1.0,1.0,0.7892,388.8748,-99.0,-99.0,-99.0,-1.9280282828282829
129424.0,10.97,0.9712294472762412,0.0,1.0,0.8795,475.2283,-99.0,-99.0,-99.0,-2.8002858585858585
129471.0,10.9,1.9402424742377145,0.0,0.0,1.2143,-99.0,-99.0,-99.0,-99.0,3.0
129558.0,11.13,2.5323938031364204,0.0,0.0,0.9275,591.1776,-99.0,-99.0,-99.0,-3.971490909090909
129730.0,10.8,1.145941869576122,0.0,0.0,0.9368,109.1114,-99.0,-99.0,-99.0,0.8978646464646465
129977.0,10.07,1.25244037654914,0.0,1.0,0.9348,966.1323,-99.0,-99.0,-99.0,-7.758912121212121
130129.0,11.01,1.0889153466049055,0.0,0.0,0.6036,-99.0,181.7053,538.067,154.1494,4.027082168337988
130164.0,10.74,1.6525654156985348,0.0,0.0,0.8948,629.489,-99.0,-99.0,-99.0,-4.358474747474748
130164.0,10.74,1.6525654156985348,0.0,0.0,0.8948,629.489,-99.0,-99.0,-99.0,-4.358474747474748
130412.0,10.65,1.2519787100633817,0.0,0.0,0.7497,291.2939,2.8847,89.2609,520.0726,0.7372807181151247
130497.0,10.18,1.1032904715577496,1.0,1.0,0.7286,1841.8429,-99.0,-99.0,610.9048,2.690833170732985
130503.0,10.13,1.2452905286068328,0.0,0.0,0.8359,-99.0,24.8024,94.8646,380.5292,0.0543112066038559
130576.0,10.09,0.707314633588708,0.0,1.0,0.7331,846.0172,111.8224,273.9567,565.7123,2.1774253450031047
130737.0,10.64,1.523928468273403,0.0,1.0,0.9242,459.6233,-99.0,-99.0,-99.0,-2.6426595959595955
130737.0,10.64,1.523928468273403,0.0,1.0,0.9242,459.6233,-99.0,-99.0,-99.0,-2.6426595959595955
130741.0,10.74,1.1031877488509427,0.0,0.0,0.8644,218.5037,-99.0,-99.0,-99.0,-0.2071080808080809
130902.0,10.28,1.0886321418463187,0.0,1.0,0.7584,900.9882,-99.0,-99.0,544.0455,1.292149645571924
130902.0,10.28,1.0886321418463187,0.0,1.0,0.7584,900.9882,-99.0,-99.0,544.0455,1.292149645571924
130908.0,10.32,1.2840470316033945,0.0,0.0,0.9272,255.1277,-99.0,-99.0,-99.0,-0.5770474747474748
130982.0,10.81,0.9671265810764128,0.0,0.0,0.8528,94.7025,-99.0,-99.0,-99.0,1.043409090909091
131063.0,10.61,-0.1214782044987934,0.0,0.0,0.6665,-99.0,23.8388,160.8418,193.1796,0.44352819862966897
131127.0,10.47,1.468583616860806,0.0,1.0,0.9334,889.4298,-99.0,-99.0,-99.0,-6.984139393939394
131135.0,10.58,1.3809886564321057,0.0,0.0,0.8925,204.5538,-99.0,-99.0,-99.0,-0.06619999999999995
131171.0,10.81,2.0074276985253228,0.0,1.0,0.9365,1071.1901,-99.0,-99.0,-99.0,-8.82010202020202
131171.0,10.81,2.0074276985253228,0.0,1.0,0.9365,1071.1901,-99.0,-99.0,-99.0,-8.82010202020202
131198.0,10.94,1.6426623314420354,0.0,0.0,0.7263,906.6456,83.3528,298.1224,1189.7111,1.082717308428912
131198.0,10.94,1.6426623314420354,0.0,0.0,0.7263,906.6456,83.3528,298.1224,1189.7111,1.082717308428912
131447.0,10.65,1.0491016782085572,0.0,0.0,0.9439,175.2636,-99.0,-99.0,-99.0,0.2296606060606061
131909.0,10.18,0.8551555771769939,0.0,1.0,0.6574,-99.0,178.8965,473.5297,769.8701,0.7188565967167708
131951.0,11.17,1.3809525284492297,0.0,1.0,0.6864,-99.0,-72.8516,-99.0,145.0616,-1.8671488526253677
131951.0,11.17,1.3809525284492297,0.0,1.0,0.6864,-99.0,-72.8516,-99.0,145.0616,-1.8671488526253677
132088.0,10.4,1.2096222345115506,0.0,1.0,0.728,-99.0,49.3813,334.2041,312.7912,0.9098254682356792
132516.0,11.26,1.9335986311339977,0.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.0
132535.0,10.76,1.4992745818922173,0.0,1.0,0.7584,309.1145,-99.0,-99.0,-99.0,-1.122368686868687
132535.0,10.76,1.4992745818922173,0.0,1.0,0.7584,309.1145,-99.0,-99.0,-99.0,-1.122368686868687
132633.0,9.98,0.7435881501599039,0.0,1.0,0.6059,-99.0,115.3483,397.039,514.2989,0.8037880306568806
132633.0,9.98,0.7435881501599039,0.0,1.0,0.6059,-99.0,115.3483,397.039,514.2989,0.8037880306568806
132776.0,10.98,0.8504011479971585,0.0,0.0,0.7505,620.8609,-99.0,-99.0,-99.0,-4.2713222222222225
132979.0,10.09,1.6740156016309429,1.0,0.0,0.7283,-99.0,-99.0,-99.0,-99.0,3.0
132979.0,10.09,1.6740156016309429,1.0,0.0,0.7283,-99.0,-99.0,-99.0,-99.0,3.0
133098.0,10.41,0.8328919447597906,0.0,0.0,0.7284,1.2815,6.9391,12.2271,7.3676,2.775354253759704
133098.0,10.41,0.8328919447597906,0.0,0.0,0.7284,1.2815,6.9391,12.2271,7.3676,2.775354253759704
133199.0,10.58,1.5853366276411314,0.0,0.0,0.9075,507.9737,-99.0,-99.0,-99.0,-3.131047474747475
133199.0,10.58,1.5853366276411314,0.0,0.0,0.9075,507.9737,-99.0,-99.0,-99.0,-3.131047474747475
133561.0,9.84,0.8107700112343635,0.0,0.0,0.6914,3783.2981,552.9811,-99.0,1596.3805,2.6543040334055696
133562.0,10.63,1.256934117890243,0.0,0.0,0.8911,149.4673,-99.0,-99.0,-99.0,0.49022929292929296
133813.0,10.24,1.6464821470398054,1.0,1.0,0.9375,621.3003,-99.0,-99.0,-99.0,-4.275760606060606
134175.0,10.34,1.3713449830820983,0.0,1.0,1.4044,-99.0,-99.0,-99.0,-99.0,3.0
134348.0,10.35,1.515913563951504,1.0,0.0,0.7246,350.2196,-99.0,-99.0,223.0795,0.6823558417514833
134425.0,10.61,0.7689339421867815,0.0,0.0,0.7862,142.5152,-99.0,-99.0,-99.0,0.5604525252525253
134501.0,10.45,1.49152977529747,0.0,0.0,0.7965,347.3836,44.501,148.4415,315.7544,1.711222709802302
134657.0,10.33,0.7785130117389248,0.0,0.0,0.7015,245.312,-99.0,-99.0,239.1889,0.19780182107112837
134820.0,10.64,1.7142039805827272,0.0,1.0,0.6965,768.5856,124.6067,288.5152,974.3917,1.2127643328653148
134839.0,10.59,1.699829057228199,0.0,1.0,0.8894,1268.7528,-99.0,-99.0,702.0321,1.525219145962129
134929.0,10.38,0.5020172148271475,0.0,0.0,0.7394,203.934,-99.0,-99.0,163.963,0.03619109189268309
134965.0,10.99,1.475380593143361,0.0,0.0,0.8925,1046.2943,-99.0,-99.0,-99.0,-8.568629292929293
135357.0,10.44,-0.3545777306509081,0.0,0.0,0.8329,90.1796,-99.0,-99.0,-99.0,1.0890949494949496
135418.0,11.11,1.2587569725365753,0.0,0.0,0.7402,600.2445,7.4552,170.3854,580.9114,1.3394212955710632
135547.0,9.93,0.6728364541713971,0.0,0.0,0.7312,664.0046,-99.0,-99.0,457.2039,1.0192489609121882
137264.0,10.72,1.460537033141303,0.0,0.0,1.0007,689.2999,-99.0,-99.0,-99.0,-4.962625252525252
138457.0,10.42,1.1002326519645065,0.0,1.0,0.9058,589.4821,-99.0,-99.0,-99.0,-3.954364646464646
138575.0,10.21,1.4528440272961625,1.0,1.0,0.892,144.4686,-99.0,-99.0,-99.0,0.540721212121212
138718.0,11.2,0.7103712642607627,0.0,0.0,0.656,136.6105,42.8941,97.3194,87.0536,3.1799259306909766
138923.0,10.19,1.139249217571607,0.0,1.0,0.7569,1072.162,73.8658,255.8714,618.9937,2.264803664399169
138923.0,10.19,1.139249217571607,0.0,1.0,0.7569,1072.162,73.8658,255.8714,618.9937,2.264803664399169
138972.0,10.46,1.4092397267487848,0.0,1.0,0.7287,395.621,-99.0,-99.0,284.663,0.6942279116007348
139151.0,10.24,0.803252211430457,0.0,0.0,0.727,-99.0,31.0593,64.8228,217.4123,-0.014340954950570837
139181.0,10.62,1.853296577437496,0.0,1.0,0.8792,1800.858,-99.0,-99.0,-99.0,-16.190484848484846
139195.0,10.34,1.2215446370271956,0.0,1.0,0.6781,-99.0,252.4499,648.4167,1026.9421,0.7808294157966648
139713.0,10.82,1.224351745013417,0.0,0.0,0.7296,334.2877,-99.0,-99.0,262.5183,0.5191550455720609
139741.0,10.44,1.2464493382670443,0.0,1.0,0.7296,1192.0659,-99.0,-99.0,801.1684,1.2407702300789698
139751.0,10.16,0.9720175986740154,0.0,0.0,0.6963,-99.0,101.5125,455.7121,741.0713,0.6183272783603954
139751.0,10.16,0.9720175986740154,0.0,0.0,0.6963,-99.0,101.5125,455.7121,741.0713,0.6183272783603954
139825.0,10.83,1.884427161737945,0.0,0.0,0.8974,497.9462,-99.0,-99.0,-99.0,-3.0297595959595958
139825.0,10.83,1.884427161737945,0.0,0.0,0.8974,497.9462,-99.0,-99.0,-99.0,-3.0297595959595958
139964.0,10.54,0.9534697432534014,0.0,0.0,0.6673,-99.0,72.929,217.0408,129.1149,1.4790686435105476
140425.0,11.14,1.2455373429359942,0.0,0.0,0.9594,268.8893,-99.0,-99.0,-99.0,-0.7160535353535352
140529.0,10.48,1.4747551542917985,0.0,1.0,0.9601,832.8983,-99.0,-99.0,-99.0,-6.413114141414141
140843.0,9.81,0.8504011479971585,0.0,0.0,0.8898,365.4178,-99.0,-99.0,-99.0,-1.6910888888888889
140891.0,10.3,1.4238190919654043,0.0,1.0,0.9056,829.0656,-99.0,-99.0,-99.0,-6.3744000000000005
140930.0,10.22,0.6055205234374689,0.0,0.0,0.7354,-99.0,77.0375,155.1669,277.7865,0.4795207830474123
140977.0,10.7,1.962089819628145,1.0,1.0,1.33,-99.0,-99.0,-99.0,-99.0,3.0
141127.0,11.0,1.8133340843594197,0.0,0.0,0.9876,368.0196,-99.0,-99.0,-99.0,-1.7173696969696972
141136.0,10.43,1.976574635033,1.0,0.0,0.9471,1371.9084,-99.0,-99.0,-99.0,-11.857660606060607
141640.0,10.59,1.3725069633628988,0.0,1.0,0.9373,506.6504,-99.0,-99.0,-99.0,-3.117680808080808
141677.0,9.89,0.8088858673598122,1.0,0.0,0.6879,-99.0,96.6199,336.9478,506.1668,0.6609830988519988
141771.0,10.49,1.467548913204926,1.0,1.0,0.6872,2124.3267,-99.0,-99.0,960.7586,2.005005940097752
141809.0,10.63,1.2344413512663348,0.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.0
141826.0,10.62,1.2663728312246034,0.0,1.0,0.7875,1606.8928,-99.0,-99.0,-99.0,-14.231240404040404
142113.0,10.24,0.9753858489894672,0.0,0.0,0.6751,-99.0,130.7048,343.0348,336.8177,1.1125887980352576
142133.0,10.3,0.993083360698062,0.0,1.0,0.5103,-99.0,40.7157,110.8295,202.4021,0.2596079783757184
142335.0,10.8,1.8342680697242784,1.0,1.0,1.0298,691.1129,-99.0,-99.0,-99.0,-4.980938383838383
142360.0,10.6,0.7312663490754916,0.0,0.0,0.6903,-99.0,56.2219,95.4127,201.9081,0.2606859259237247
142468.0,10.22,1.3114783674380674,0.0,0.0,0.8315,447.8365,-99.0,-99.0,-99.0,-2.52360101010101
142496.0,10.46,0.3130231103232381,0.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.0
142793.0,10.04,1.2415962821540714,1.0,0.0,0.7512,1047.4514,-99.0,-99.0,-99.0,-8.580317171717171
142988.0,10.18,0.9404168646816652,0.0,0.0,0.6881,-99.0,133.956,457.7386,624.6418,0.788763416089029
142988.0,10.18,0.9404168646816652,0.0,0.0,0.6881,-99.0,133.956,457.7386,624.6418,0.788763416089029
143009.0,10.59,1.6171366923776127,0.0,1.0,0.9084,580.5513,-99.0,-99.0,-99.0,-3.864154545454545
143073.0,9.8,0.4798631130230977,1.0,1.0,0.8338,149.9023,-99.0,-99.0,100.8677,-0.4768394639711226
143096.0,10.86,1.0110626947297348,0.0,0.0,0.688,-99.0,69.9421,96.3777,289.0749,0.23288012899079097
143517.0,10.33,1.3462551493613857,0.0,0.0,0.6764,642.6974,329.2161,939.8419,371.8835,5.140737354574752
143517.0,10.33,1.3462551493613857,0.0,0.0,0.6764,642.6974,329.2161,939.8419,371.8835,5.140737354574752
143722.0,10.92,1.6295013417672652,0.0,0.0,0.8918,388.2124,-99.0,-99.0,-99.0,-1.9213373737373738
143731.0,10.72,1.4253711664389412,0.0,0.0,0.8555,492.8479,-99.0,-99.0,-99.0,-2.9782616161616158
143735.0,11.02,1.2791648430622709,0.0,0.0,0.9891,101.0912,-99.0,-99.0,-99.0,0.9788767676767677
143863.0,10.57,1.990698397666505,0.0,0.0,0.8965,1629.8083,-99.0,-99.0,-99.0,-14.4627101010101
143888.0,9.83,1.4474371309510343,1.0,1.0,0.6114,-99.0,107.0479,380.9251,141.2263,2.754253280019373
143964.0,10.81,1.441459468917794,0.0,0.0,0.9152,404.7007,-99.0,-99.0,-99.0,-2.0878858585858584
144112.0,10.56,1.00039068924991,0.0,1.0,0.6769,-99.0,60.861,199.7732,205.2394,0.7875398193524246
144212.0,10.61,1.7571757886929096,1.0,1.0,1.308,269.8455,-99.0,-99.0,-99.0,-0.7257121212121214
144377.0,11.18,1.348168516025162,0.0,0.0,0.6965,-99.0,353.7866,978.1022,161.6983,7.624624377621783
144396.0,9.83,1.346431218659823,0.0,0.0,0.8905,665.7462,-99.0,-99.0,-99.0,-4.724709090909092
144632.0,10.82,1.883990579414696,0.0,1.0,0.6777,-99.0,259.4271,809.2423,453.4085,2.1386220152467366
144651.0,10.08,1.0718820073061257,1.0,0.0,0.7263,-99.0,144.4144,476.5404,696.8367,0.7490346016505732
144677.0,11.17,1.2072033593080298,0.0,0.0,0.6764,-99.0,58.3705,213.8839,516.4301,0.3354847054809547
144718.0,10.25,0.4294292643817876,0.0,0.0,0.6959,-99.0,15.1427,36.4704,172.6249,-0.27450790702847616
144900.0,10.96,1.30330407743893,0.0,0.0,0.8313,546.2269,-99.0,-99.0,-99.0,-3.517443434343434
144953.0,10.67,1.1713460966871774,0.0,1.0,0.7004,-99.0,102.5326,154.7802,424.9928,0.37250701658945756
144958.0,10.34,0.8862086241674976,0.0,0.0,0.6627,-99.0,52.3926,135.1145,496.6897,0.17819395087113743
145278.0,10.85,0.7704101315139064,0.0,0.0,0.751,463.745,76.7647,-99.0,190.1162,2.3223149842043975
145306.0,10.86,1.3876211511250864,1.0,1.0,0.6714,-99.0,153.1104,800.5175,476.708,1.7927702073386644
145441.0,10.54,1.4952945116894985,0.0,1.0,0.8189,1047.1071,-99.0,-99.0,-99.0,-8.576839393939393
145533.0,9.96,2.4305990547119616,1.0,0.0,0.7529,-99.0,-99.0,-99.0,-99.0,3.0
145645.0,10.16,0.9201755220100228,1.0,1.0,0.9964,-99.0,-99.0,-99.0,-99.0,3.0
145803.0,11.01,1.6804986831898918,0.0,1.0,0.8949,835.541,-99.0,-99.0,-99.0,-6.439808080808081
145803.0,11.01,1.6804986831898918,0.0,1.0,0.8949,835.541,-99.0,-99.0,-99.0,-6.439808080808081
145923.0,10.58,1.1613680022349748,0.0,1.0,0.6054,-99.0,6.5706,42.7009,231.2954,-0.21499995244176928
146246.0,10.63,1.7564687471303948,0.0,1.0,1.0968,1662.8805,-99.0,-99.0,-99.0,-14.796772727272726
146502.0,10.01,1.314814887210721,1.0,1.0,0.7127,758.1761,-99.0,-99.0,207.9712,2.693527276853718
146502.0,10.01,1.314814887210721,1.0,1.0,0.7127,758.1761,-99.0,-99.0,207.9712,2.693527276853718
146531.0,10.36,1.5508151714962322,0.0,1.0,1.057,933.8663,-99.0,-99.0,-99.0,-7.432992929292929
146596.0,10.38,0.94797257924578,0.0,1.0,0.687,-99.0,15.4922,93.0256,413.8961,0.02299562619700933
146741.0,10.18,1.2159282293399178,0.0,1.0,0.5587,-99.0,79.8099,241.541,512.1785,0.4341277503838994
146848.0,10.85,1.7917046809253194,0.0,0.0,0.9581,1334.0398,-99.0,-99.0,-99.0,-11.475149494949495
146910.0,10.42,0.9404168646816652,0.0,0.0,0.674,67.1962,2.4938,13.7796,58.9088,1.4169292194035525
146965.0,10.11,1.1370691308394083,0.0,0.0,0.661,-99.0,110.1035,382.3901,410.1143,0.9594730054523825
147029.0,9.96,0.95433900860246,0.0,1.0,0.7519,954.0648,105.857,321.6501,565.66,2.44240692288654
147063.0,10.82,1.9653193163230165,0.0,1.0,0.9502,632.6394,-99.0,-99.0,-99.0,-4.39029696969697
147109.0,10.75,0.1945143418824672,0.0,1.0,0.8079,54.9031,-99.0,-99.0,8.2083,-17.43319566779967
147166.0,10.53,1.5548040153428606,1.0,1.0,0.9719,476.2316,-99.0,-99.0,-99.0,-2.810420202020202
147178.0,10.45,1.0543065658483997,0.0,0.0,0.6602,-99.0,54.6485,164.404,558.2383,0.2150560074434162
147216.0,10.08,0.369957607346053,1.0,1.0,0.6901,415.7601,74.7141,232.4209,204.3595,3.5373696843063325
147418.0,10.95,1.7832888462925076,0.0,1.0,0.879,2187.614,-99.0,-99.0,-99.0,-20.09711111111111
147467.0,10.45,1.0272680424666187,0.0,0.0,0.7966,99.8664,-99.0,-99.0,-99.0,0.9912484848484848
147481.0,10.63,1.2268060495007276,0.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.0
147736.0,11.19,1.719231818842229,0.0,0.0,0.6768,1148.6582,-99.0,-99.0,-99.0,-9.602608080808082
147964.0,10.51,1.7862117670513584,0.0,1.0,0.9794,1135.8679,-99.0,-99.0,-99.0,-9.473413131313132
148016.0,10.57,1.4303008557852963,0.0,1.0,1.1755,1226.7004,-99.0,-99.0,-99.0,-10.39091313131313
148129.0,10.56,2.415676002232523,0.0,0.0,1.0365,1038.1206,-99.0,-99.0,-99.0,-8.486066666666666
148184.0,10.73,1.469733675913058,0.0,1.0,0.6876,-99.0,132.3655,316.9873,1162.661,0.3013370191311139
148198.0,10.65,1.5818017979540455,0.0,0.0,1.141,659.5535,-99.0,-99.0,-99.0,-4.6621565656565656
148746.0,10.15,0.9057958803678684,0.0,1.0,0.6903,1087.8253,87.4706,244.0459,701.5853,2.023049513722708
148747.0,11.18,1.4979795366379784,0.0,1.0,0.9973,246.727,-99.0,-99.0,-99.0,-0.49219191919191924
148901.0,10.88,1.2856473089007294,0.0,0.0,0.6748,-99.0,1390.488,3219.0796,599.7846,7.520312458839391
149055.0,10.0,1.3156345291000322,0.0,0.0,0.7083,1437.5348,391.5155,1103.6444,534.2849,5.489009141003236
149267.0,11.21,1.9229485149515368,0.0,1.0,0.8368,1449.1525,-99.0,-99.0,1581.5006,0.7911173097247006
149304.0,10.2,0.9205407165024796,0.0,1.0,0.6779,-99.0,3.954,238.066,824.2808,0.1735088333975509
149310.0,10.54,0.900148560719344,0.0,1.0,0.886,574.6281,-99.0,-99.0,346.3496,1.0874217842318858
149488.0,10.38,1.106428894793411,0.0,0.0,0.7519,382.6577,-99.0,-99.0,289.3247,0.6382369013084606
149680.0,10.09,0.9267024941826448,0.0,1.0,0.8547,501.6046,-99.0,-99.0,-99.0,-3.0667131313131315
149715.0,10.02,1.197473535014777,0.0,0.0,0.7023,361.8418,-99.0,-99.0,-99.0,-1.6549676767676766
149738.0,10.36,0.7705574748509951,0.0,0.0,0.8867,44.3008,-99.0,-99.0,-99.0,1.5525171717171715
149845.0,10.55,1.6424645202421213,0.0,0.0,1.0572,636.3907,-99.0,-99.0,-99.0,-4.428188888888889
149848.0,10.41,0.8925398046586355,0.0,0.0,0.9469,1044.1388,-99.0,-99.0,-99.0,-8.546856565656565
149905.0,10.65,1.2116544005531824,0.0,0.0,0.8537,384.0849,-99.0,-99.0,-99.0,-1.8796454545454546
