2,210392,1.64,175,,14,195.1,b,20.4,97.3,4.5,11.1,,0.09,11.56,b,0.13
2,210541,1.64,76.9,,20.1,82.8,,22.8,169.1,9.4,10.77,,0.1,11.34,,0.12
2,216804,1.025,330.4,,17.7,343.9,b,22,61.3,10.6,11.16,,0.09,11.51,b,0.12
2,228780,1.025,215.8,,18.6,225.5,b,25,198.6,25,11.25,,0.12,11.74,b,0.19
2,228931,1.025,331.9,,10.5,341.4,b,13,52,9,11.25,,0.07,11.59,b,0.08
2,232444,0.82,78.5,,4.4,84.5,,5.6,79.5,5.3,9.93,,0.08,10.44,,0.11
2,235394,1.64,365.3,,35.6,388.9,b,51.2,125,18,11.51,,0.12,11.91,b,0.18
2,246882,1.23,171.4,,3.5,179.2,b,4.7,79.6,0.7,10.75,,0.05,11.15,b,0.06
2,35873,0.82,368.4,,19,399.3,b,29.8,146.7,12.5,11.21,,0.08,11.62,b,0.11
2,57903,1.333,319.9,,8.2,325,b,10.2,132.4,5.2,11.35,,0.06,11.73,b,0.07
2,88596,0.923,144.6,a,28.8,159.7,b,34.5,313.9,6.7,11.46,a,0.06,12.03,b,0.07
2,206160,1.538,314.1,,8.7,337.1,b,10,15.3,6.9,11.36,,0.06,11.72,b,0.07
3,110805,0.82,104.7,,30.4,118.8,,35.1,252.2,15.1,10.82,,0.08,11.4,,0.1
3,145923,1.23,118.1,,25,126.8,b,25.9,35.8,25.5,10.41,,0.21,10.81,b,0.21
3,200059,1.23,195.2,,32.7,219.9,b,53.2,236.6,8.8,11.39,,0.11,11.92,b,0.15
3,215835,1.025,188.5,,26,203.8,b,34.6,271.8,8.6,11.2,,0.07,11.75,b,0.09
4,87345,1.23,68.1,,9.8,72.9,,11.7,343.4,4.5,11.16,,0.05,11.75,,0.06
4,167044,0.615,223.1,,153.4,245.9,b,170.7,317.4,75.4,11.1,,0.2,11.65,b,0.26
4,209377,1.845,75.5,,12.8,78.6,,13,251.3,4.2,10.96,,0.05,11.55,,0.06
4,225097,0.615,230.4,,18.5,289.4,,40.6,120.4,32.2,10.6,,0.12,11.13,,0.17
4,237641,1.23,485.3,,34.4,506.3,b,40.3,207.2,17.8,11.69,,0.09,12.08,b,0.11
